crawled;location;location_first;location_last;ownership;price;real_estate;size
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2479000;Haus;265
20181230_120802;Markt Schwaben, Ebersberg (Kreis);Markt Schwaben;Ebersberg (Kreis);Kauf;1144000;Haus;156
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;729000;Haus;174
20181230_120802;Zorneding, Ebersberg (Kreis);Zorneding;Ebersberg (Kreis);Kauf;818000;Haus;133
20181230_120802;Osterseeon 3g, Kirchseeon, Ebersberg (Kreis);Osterseeon 3g;Ebersberg (Kreis);Kauf;925000;Haus;212,31
20181230_120802;Osterseeon 3f, Kirchseeon, Ebersberg (Kreis);Osterseeon 3f;Ebersberg (Kreis);Kauf;795000;Haus;145,44
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;925000;Haus;150
20181230_120802;Fuchsweg 102, Vaterstetten, Ebersberg (Kreis);Fuchsweg 102;Ebersberg (Kreis);Kauf;875000;Haus;167
20181230_120802;Pliening, Ebersberg (Kreis);Pliening;Ebersberg (Kreis);Kauf;1175000;Haus;197
20181230_120802;Anzing, Ebersberg (Kreis);Anzing;Ebersberg (Kreis);Kauf;1073000;Haus;219
20181230_120802;Kirchseeon, Ebersberg (Kreis);Kirchseeon;Ebersberg (Kreis);Kauf;1100000;Haus;176
20181230_120802;Hohenlinden, Ebersberg (Kreis);Hohenlinden;Ebersberg (Kreis);Kauf;890000;Haus;260
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1125000;Haus;140
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;995000;Haus;139
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;869000;Haus;141
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;989000;Haus;140
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1780000;Haus;225,62
20181230_120802;Am Mitterfeld 0, Egmating, Ebersberg (Kreis);Am Mitterfeld 0;Ebersberg (Kreis);Kauf;799000;Haus;270
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1390000;Haus;213
20181230_120802;Marienstr. 11, Grafing bei München, Ebersberg (Kreis);Marienstr. 11;Ebersberg (Kreis);Kauf;883500;Haus;123
20181230_120802;Marienstr. 11, Grafing bei München, Ebersberg (Kreis);Marienstr. 11;Ebersberg (Kreis);Kauf;963500;Haus;123
20181230_120802;Fichtenweg 13, Vaterstetten, Ebersberg (Kreis);Fichtenweg 13;Ebersberg (Kreis);Kauf;1990000;Haus;294
20181230_120802;Poing, Ebersberg (Kreis);Poing;Ebersberg (Kreis);Kauf;2200000;Haus;382
20181230_120802;Fichtenweg 13, Vaterstetten, Ebersberg (Kreis);Fichtenweg 13;Ebersberg (Kreis);Kauf;995000;Haus;147
20181230_120802;Grafing bei München, Ebersberg (Kreis);Grafing bei München;Ebersberg (Kreis);Kauf;970000;Haus;120
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;420000;Haus;100
20181230_120802;Poing, Ebersberg (Kreis);Poing;Ebersberg (Kreis);Kauf;785000;Haus;125
20181230_120802;Zorneding, Ebersberg (Kreis);Zorneding;Ebersberg (Kreis);Kauf;790000;Haus;123
20181230_120802;Pliening, Ebersberg (Kreis);Pliening;Ebersberg (Kreis);Kauf;920000;Haus;182
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2198000;Haus;618
20181230_120802;Markt Schwaben, Ebersberg (Kreis);Markt Schwaben;Ebersberg (Kreis);Kauf;876000;Haus;160
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1090000;Haus;145
20181230_120802;Grafing bei München, Ebersberg (Kreis);Grafing bei München;Ebersberg (Kreis);Kauf;690000;Haus;175
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;1250000;Haus;160
20181230_120802;Forstinning, Ebersberg (Kreis);Forstinning;Ebersberg (Kreis);Kauf;668000;Haus;150
20181230_120802;Aßling, Ebersberg (Kreis);Aßling;Ebersberg (Kreis);Kauf;950000;Haus;247
20181230_120802;Poing, Ebersberg (Kreis);Poing;Ebersberg (Kreis);Kauf;630000;Haus;115
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;4299390;Haus;400
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;4079390;Haus;300
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2316500;Haus;210
20181230_120802;Anzing, Ebersberg (Kreis);Anzing;Ebersberg (Kreis);Kauf;1060000;Haus;196
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;965000;Haus;188
20181230_120802;Pliening, Ebersberg (Kreis);Pliening;Ebersberg (Kreis);Kauf;949000;Haus;140
20181230_120802;Egmating, Ebersberg (Kreis);Egmating;Ebersberg (Kreis);Kauf;950000;Haus;800
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1140000;Haus;144,22
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1099500;Haus;132,46
20181230_120802;Pliening, Ebersberg (Kreis);Pliening;Ebersberg (Kreis);Kauf;1065000;Haus;146
20181230_120802;Pliening, Ebersberg (Kreis);Pliening;Ebersberg (Kreis);Kauf;847000;Haus;145
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2900000;Haus;427
20181230_120802;Kirchseeon, Ebersberg (Kreis);Kirchseeon;Ebersberg (Kreis);Kauf;986000;Haus;941
20181230_120802;Birkenweg 17, Vaterstetten, Ebersberg (Kreis);Birkenweg 17;Ebersberg (Kreis);Kauf;977900;Haus;144,28
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1878000;Haus;211
20181230_120802;Markt Schwaben, Ebersberg (Kreis);Markt Schwaben;Ebersberg (Kreis);Kauf;859000;Haus;153,65
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2700000;Haus;280
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;429000;Haus;88
20181230_120802;Frauenneuharting, Ebersberg (Kreis);Frauenneuharting;Ebersberg (Kreis);Kauf;299000;Haus;86
20181230_120802;Egmating, Ebersberg (Kreis);Egmating;Ebersberg (Kreis);Kauf;845000;Haus;454,5
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1223000;Haus;122
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;1034000;Haus;122
20181230_120802;Birkenweg 17, Vaterstetten, Ebersberg (Kreis);Birkenweg 17;Ebersberg (Kreis);Kauf;947900;Haus;142,02
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;1190000;Haus;200
20181230_120802;Birkenweg 17, Vaterstetten, Ebersberg (Kreis);Birkenweg 17;Ebersberg (Kreis);Kauf;947900;Haus;142,09
20181230_120802;Ebersberg, Ebersberg (Kreis);Ebersberg;Ebersberg (Kreis);Kauf;598000;Haus;105
20181230_120802;Grafing bei München, Ebersberg (Kreis);Grafing bei München;Ebersberg (Kreis);Kauf;1368000;Haus;173
20181230_120802;Grafing bei München, Ebersberg (Kreis);Grafing bei München;Ebersberg (Kreis);Kauf;1500000;Haus;365
20181230_120802;Grafing bei München, Ebersberg (Kreis);Grafing bei München;Ebersberg (Kreis);Kauf;783000;Haus;240
20181230_120802;Markt Schwaben, Ebersberg (Kreis);Markt Schwaben;Ebersberg (Kreis);Kauf;845000;Haus;147,09
20181230_120802;Vaterstetten, Ebersberg (Kreis);Vaterstetten;Ebersberg (Kreis);Kauf;2050000;Haus;270
20181230_120802;Forstinning, Ebersberg (Kreis);Forstinning;Ebersberg (Kreis);Kauf;1499000;Haus;382
20181230_120802;Aschau im Chiemgau, Rosenheim (Kreis);Aschau im Chiemgau;Rosenheim (Kreis);Kauf;2498000;Haus;500
20181230_120802;Schäftlarn, München (Kreis);Schäftlarn;München (Kreis);Kauf;1350000;Haus;225
20181230_120802;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;870000;Haus;140
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;3490000;Haus;315
20181230_120802;Herzogstandstraße RH E, Haar, München (Kreis);Herzogstandstraße RH E;München (Kreis);Kauf;208900;Haus;29,00
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1275000;Haus;182
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;454;Haus;9
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;1610000;Haus;190
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;2080000;Haus;211
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;4700000;Haus;278,03
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1198000;Haus;153,87
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;12300000;Haus;458
20181230_120802;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;1060000;Haus;158,5
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;1890000;Haus;204
20181230_120802;Haar, München (Kreis);Haar;München (Kreis);Kauf;1068000;Haus;153
20181230_120802;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1367000;Haus;180
20181230_120802;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1327000;Haus;180
20181230_120802;Haar, München (Kreis);Haar;München (Kreis);Kauf;1370000;Haus;206
20181230_120802;Schweigerweg 3, Baierbrunn, München (Kreis);Schweigerweg 3;München (Kreis);Kauf;1199900;Haus;156,00
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;1689000;Haus;180
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;3950000;Haus;480
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1198000;Haus;178,5
20181230_120802;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;1300000;Haus;169
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1399000;Haus;164,59
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;1389000;Haus;198
20181230_120802;Planegg, München (Kreis);Planegg;München (Kreis);Kauf;1100000;Haus;132
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;997200;Haus;161
20181230_120802;Schäftlarn, München (Kreis);Schäftlarn;München (Kreis);Kauf;1390000;Haus;198
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1390000;Haus;250
20181230_120802;Mendelssohnstraße xxxx, Pullach im Isartal, München (Kreis);Mendelssohnstraße xxxx;München (Kreis);Kauf;2750000;Haus;205
20181230_120802;Banaterweg 3, Höhenkirchen-Siegertsbrunn, München (Kreis);Banaterweg 3;München (Kreis);Kauf;1078200;Haus;568
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;999000;Haus;185
20181230_120802;Rosenheimer Straße 44a, Höhenkirchen-Siegertsbrunn, München (Kreis);Rosenheimer Straße 44a;München (Kreis);Kauf;998000;Haus;173
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1150000;Haus;142
20181230_120802;Eichenstraße 3, Brunnthal, München (Kreis);Eichenstraße 3;München (Kreis);Kauf;1070000;Haus;170
20181230_120802;Brunnthal, München (Kreis);Brunnthal;München (Kreis);Kauf;1500000;Haus;196
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;650;Haus;10
20181230_120802;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;1136000;Haus;142
20181230_120802;Putzbrunn, München (Kreis);Putzbrunn;München (Kreis);Kauf;1170000;Haus;201
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;872000;Haus;140
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;1039000;Haus;200
20181230_120802;Schwalbenstraße 00, Unterschleißheim, München (Kreis);Schwalbenstraße 00;München (Kreis);Kauf;950000;Haus;119,09
20181230_120802;Schwalbenstraße 00, Unterschleißheim, München (Kreis);Schwalbenstraße 00;München (Kreis);Kauf;1175000;Haus;161,88
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;4450000;Haus;299
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;2795000;Haus;403
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;890000;Haus;111
20181230_120802;Pestalozzistr. 9, Unterhaching, München (Kreis);Pestalozzistr. 9;München (Kreis);Kauf;1293000;Haus;176,00
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;992165;Haus;158
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1395250;Haus;182
20181230_120802;Zunftstraße 3, Haar, München (Kreis);Zunftstraße 3;München (Kreis);Kauf;1350000;Haus;182
20181230_120802;Münchner Str. 60-70, Unterhaching, München (Kreis);Münchner Str. 60-70;München (Kreis);Kauf;1350000;Haus;187,5
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1173500;Haus;376
20181230_120802;Brunnthal, München (Kreis);Brunnthal;München (Kreis);Kauf;930000;Haus;307
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1780000;Haus;675
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1185000;Haus;174,7
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1860000;Haus;220
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;955000;Haus;151,00
20181230_120802;Putzbrunn, München (Kreis);Putzbrunn;München (Kreis);Kauf;810000;Haus;105,48
20181230_120802;Aying, München (Kreis);Aying;München (Kreis);Kauf;748000;Haus;140
20181230_120802;Neubiberger Str. 19, Putzbrunn, München (Kreis);Neubiberger Str. 19;München (Kreis);Kauf;970000;Haus;152
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;695000;Haus;125
20181230_120802;Putzbrunn, München (Kreis);Putzbrunn;München (Kreis);Kauf;203;Haus;5
20181230_120802;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;948900;Haus;159
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;1263000;Haus;169
20181230_120802;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1490000;Haus;194
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;3350000;Haus;300
20181230_120802;Linienstr. 119, Oberhaching, München (Kreis);Linienstr. 119;München (Kreis);Kauf;1470000;Haus;170,37
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;850000;Haus;185
20181230_120802;Schäftlarn, München (Kreis);Schäftlarn;München (Kreis);Kauf;1350000;Haus;286,21
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1850000;Haus;355
20181230_120802;Oberhaching, München (Kreis);Oberhaching;München (Kreis);Kauf;1445000;Haus;217,17
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;995000;Haus;180
20181230_120802;Ziehrerstr. 60-80, Unterhaching, München (Kreis);Ziehrerstr. 60-80;München (Kreis);Kauf;885300;Haus;118
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1398000;Haus;550
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;950000;Haus;158,1
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;1150000;Haus;160
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;1249000;Haus;160
20181230_120802;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;1120000;Haus;145
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;970000;Haus;173,33
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1340000;Haus;206
20181230_120802;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;1295000;Haus;186
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1650000;Haus;230
20181230_120802;Oberhaching, München (Kreis);Oberhaching;München (Kreis);Kauf;3390000;Haus;341
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1370000;Haus;179
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1320000;Haus;160
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;2950000;Haus;238
20181230_120802;Gartenstraße 3, Ottobrunn, München (Kreis);Gartenstraße 3;München (Kreis);Kauf;1485000;Haus;207
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;5800000;Haus;406
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;989000;Haus;169
20181230_120802;Westendstraße 2, Kirchheim bei München, München (Kreis);Westendstraße 2;München (Kreis);Kauf;837500;Haus;154
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;840000;Haus;142
20181230_120802;Schwalbenweg 7, Sauerlach, München (Kreis);Schwalbenweg 7;München (Kreis);Kauf;1195000;Haus;170
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;1398000;Haus;230
20181230_120802;Ranhazweg 58, Ottobrunn, München (Kreis);Ranhazweg 58;München (Kreis);Kauf;780000;Haus;110
20181230_120802;Reichenberger Straße 1a, Feldkirchen, München (Kreis);Reichenberger Straße 1a;München (Kreis);Kauf;1295000;Haus;181,04
20181230_120802;Putzbrunn, München (Kreis);Putzbrunn;München (Kreis);Kauf;1600000;Haus;244,15
20181230_120802;Platanenweg 9, Kirchheim bei München, München (Kreis);Platanenweg 9;München (Kreis);Kauf;725000;Haus;142
20181230_120802;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;1430000;Haus;185
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;749000;Haus;148
20181230_120802;Wendelsteinstraße 19, Haar, München (Kreis);Wendelsteinstraße 19;München (Kreis);Kauf;1899000;Haus;200
20181230_120802;Baierbrunn, München (Kreis);Baierbrunn;München (Kreis);Kauf;1380000;Haus;198
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1098000;Haus;140
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1050000;Haus;142
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;839000;Haus;167
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1860000;Haus;327
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1550000;Haus;254
20181230_120802;Wolfratshauser Str. 50, Schäftlarn, München (Kreis);Wolfratshauser Str. 50;München (Kreis);Kauf;1700000;Haus;450
20181230_120802;Kirchheim bei München, München (Kreis);Kirchheim bei München;München (Kreis);Kauf;749250;Haus;151,5
20181230_120802;Bogenstraße 8, Brunnthal, München (Kreis);Bogenstraße 8;München (Kreis);Kauf;889900;Haus;153,76
20181230_120802;Schäftlarn, München (Kreis);Schäftlarn;München (Kreis);Kauf;1040000;Haus;163
20181230_120802;Zunftstraße 3, Haar, München (Kreis);Zunftstraße 3;München (Kreis);Kauf;998000;Haus;162
20181230_120802;Garching bei München, München (Kreis);Garching bei München;München (Kreis);Kauf;1599000;Haus;178
20181230_120802;Garching bei München, München (Kreis);Garching bei München;München (Kreis);Kauf;1299000;Haus;180
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1295000;Haus;186
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1250000;Haus;151
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1230000;Haus;176
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1030000;Haus;135
20181230_120802;Waldbahnweg 3A, Sauerlach, München (Kreis);Waldbahnweg 3A;München (Kreis);Kauf;790000;Haus;170
20181230_120802;Gabriel von Seidl-Str. 2a, Gräfelfing, München (Kreis);Gabriel von Seidl-Str. 2a;München (Kreis);Kauf;1998000;Haus;125
20181230_120802;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;713000;Haus;125
20181230_120802;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;4700000;Haus;327
20181230_120802;Banaterweg 3, Höhenkirchen-Siegertsbrunn, München (Kreis);Banaterweg 3;München (Kreis);Kauf;1509000;Haus;640
20181230_120802;Planegg, München (Kreis);Planegg;München (Kreis);Kauf;1140000;Haus;350
20181230_120802;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;4250000;Haus;200
20181230_120802;Haar, München (Kreis);Haar;München (Kreis);Kauf;1575000;Haus;240
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;2680000;Haus;272
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;1500000;Haus;215
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;1170000;Haus;187
20181230_120802;Unterföhring, München (Kreis);Unterföhring;München (Kreis);Kauf;1874000;Haus;230
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1200000;Haus;155
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;1044000;Haus;130
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;2680000;Haus;272
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;610000;Haus;138,43
20181230_120802;Unterföhring, München (Kreis);Unterföhring;München (Kreis);Kauf;1397000;Haus;180
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1780000;Haus;720
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;234600;Haus;32,00
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;1690000;Haus;180
20181230_120802;Aschheim, München (Kreis);Aschheim;München (Kreis);Kauf;785000;Haus;139
20181230_120802;Sauerlach, München (Kreis);Sauerlach;München (Kreis);Kauf;1495000;Haus;280
20181230_120802;Taufkirchen, München (Kreis);Taufkirchen;München (Kreis);Kauf;1190000;Haus;162,28
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;879000;Haus;140
20181230_120802;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1070000;Haus;155
20181230_120802;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;1034000;Haus;120
20181230_120802;Angererstr. 10a, Aying, München (Kreis);Angererstr. 10a;München (Kreis);Kauf;649000;Haus;122
20181230_120802;Angererstr. 10a, Aying, München (Kreis);Angererstr. 10a;München (Kreis);Kauf;719000;Haus;122
20181230_120802;Garching bei München, München (Kreis);Garching bei München;München (Kreis);Kauf;1390000;Haus;160
20181230_120802;Garching bei München, München (Kreis);Garching bei München;München (Kreis);Kauf;1390000;Haus;168
20181230_120802;Tiroler Str. 1 a, Grasbrunn, München (Kreis);Tiroler Str. 1 a;München (Kreis);Kauf;895000;Haus;168
20181230_120802;Planegg, München (Kreis);Planegg;München (Kreis);Kauf;2490000;Haus;700
20181230_120802;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;4449000;Haus;781
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;1620000;Haus;165
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1365000;Haus;239,32
20181230_120802;Brunnthal, München (Kreis);Brunnthal;München (Kreis);Kauf;630000;Haus;230
20181230_120802;Haar, München (Kreis);Haar;München (Kreis);Kauf;795000;Haus;107
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;2439000;Haus;195
20181230_120802;Kirchheim bei München, München (Kreis);Kirchheim bei München;München (Kreis);Kauf;679900;Haus;146
20181230_120802;Michlbauerstraße 13, Neuried, München (Kreis);Michlbauerstraße 13;München (Kreis);Kauf;1295000;Haus;159,3
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;1525000;Haus;181
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;2500000;Haus;240,00
20181230_120802;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;1179000;Haus;130,9
20181230_120802;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;949000;Haus;112,25
20181230_120802;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;1062000;Haus;115,5
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;2605000;Haus;887
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;932500;Haus;185
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1142000;Haus;185
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;1290000;Haus;192
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1474000;Haus;200
20181230_120802;Straßlach-Dingharting, München (Kreis);Straßlach-Dingharting;München (Kreis);Kauf;1250000;Haus;192
20181230_120802;Michlbauerstraße 13, Neuried, München (Kreis);Michlbauerstraße 13;München (Kreis);Kauf;1210000;Haus;138,5
20181230_120802;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;4796000;Haus;436,3
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;720000;Haus;138
20181230_120802;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;430000;Haus;100
20181230_120802;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;1425000;Haus;123,58
20181230_120802;Höhenkirchen-Siegertsbrunn, München (Kreis);Höhenkirchen-Siegertsbrunn;München (Kreis);Kauf;995000;Haus;360
20181230_120802;Unterhaching, München (Kreis);Unterhaching;München (Kreis);Kauf;1117000;Haus;441
